,Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Day_of_Month,Month,DayOfYear,WeekOfYear,Quarter,WeekDay,DayCount,Weekly_Sales_prev_yr,Weekly_Sales_prev_yr_1,Weekly_Sales_prev_week,Weekly_Sales,GBM_Pred
84,1,79.94,3.526,0.0,0.0,0.0,0.0,0.0,216.0410526,7.962,11,9,254,36,3,6,734391,1507460.69,1430378.67,1540471.24,1514259.78,1500581.18593
85,1,75.8,3.467,0.0,0.0,0.0,0.0,0.0,216.3758246,7.962,18,9,261,37,3,6,734398,1430378.67,1351791.03,1514259.78,1380020.27,1433603.30098
86,1,79.69,3.355,0.0,0.0,0.0,0.0,0.0,216.7105965,7.962,25,9,268,38,3,6,734405,1351791.03,1453329.5,1380020.27,1394561.83,1348846.29216
87,1,69.31,3.285,0.0,0.0,0.0,0.0,0.0,217.0453684,7.866,2,10,275,39,4,6,734412,1453329.5,1508239.93,1394561.83,1630989.95,1630981.18655
88,1,71.74,3.274,0.0,0.0,0.0,0.0,0.0,217.3552733,7.866,9,10,282,40,4,6,734419,1508239.93,1459409.1,1630989.95,1493525.93,1493533.22257
89,1,63.71,3.353,0.0,0.0,0.0,0.0,0.0,217.5159762,7.866,16,10,289,41,4,6,734426,1459409.1,1345454.0,1493525.93,1502562.78,1502579.38521
90,1,66.57,3.372,0.0,0.0,0.0,0.0,0.0,217.6766791,7.866,23,10,296,42,4,6,734433,1345454.0,1384209.22,1502562.78,1445249.09,1445233.72763
91,1,54.98,3.332,0.0,0.0,0.0,0.0,0.0,217.837382,7.866,30,10,303,43,4,6,734440,1384209.22,1551659.28,1445249.09,1697229.58,1697231.07122
92,1,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,6,11,310,44,4,6,734447,1551659.28,1494479.49,1697229.58,1594938.89,1594923.96809
93,1,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,13,11,317,45,4,6,734454,1494479.49,1483784.18,1594938.89,1539483.7,1539470.75711
94,1,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866,20,11,324,46,4,6,734461,1483784.18,1955624.11,1539483.7,2033320.66,1980954.01442
95,1,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866,27,11,331,47,4,6,734468,1955624.11,1548033.78,2033320.66,1584083.95,1584081.82599
96,1,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866,4,12,338,48,4,6,734475,1548033.78,1682614.26,1584083.95,1799682.38,1787697.82733
97,1,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866,11,12,345,49,4,6,734482,1682614.26,1891034.93,1799682.38,1881176.67,1904784.08217
98,1,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,18,12,352,50,4,6,734489,1891034.93,2387950.2,1881176.67,2270188.99,1883334.99697
99,1,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,25,12,359,51,4,6,734496,2387950.2,1367320.01,2270188.99,1497462.72,1497468.73903
100,1,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348,1,1,1,52,1,6,734503,1367320.01,1444732.28,1497462.72,1550369.92,1550367.03815
101,1,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,8,1,8,1,1,6,734510,1444732.28,1391013.96,1550369.92,1459601.17,1466940.85643
102,1,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,15,1,15,2,1,6,734517,1391013.96,1327405.42,1459601.17,1394393.84,1394399.93698
103,1,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,22,1,22,3,1,6,734524,1327405.42,1316899.31,1394393.84,1319325.59,1319318.18128
104,1,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,29,1,29,4,1,6,734531,1316899.31,1606629.58,1319325.59,1636339.65,1451877.14526
105,1,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,5,2,36,5,1,6,734538,1606629.58,1649614.93,1636339.65,1802477.43,1690521.34069
106,1,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,12,2,43,6,1,6,734545,1649614.93,1686842.78,1802477.43,1819870.0,1819878.60642
107,1,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,19,2,50,7,1,6,734552,1686842.78,1456800.28,1819870.0,1539387.83,1539382.7369
108,1,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,26,2,57,8,1,6,734559,1456800.28,1636263.41,1539387.83,1688420.76,1688427.5291
109,1,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348,4,3,64,9,1,6,734566,1636263.41,1553191.63,1688420.76,1675431.16,1586886.18058
110,1,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,11,3,71,10,1,6,734573,1553191.63,1576818.06,1675431.16,1677472.78,1677482.40872
111,1,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,18,3,78,11,1,6,734580,1576818.06,1541102.38,1677472.78,1511068.07,1529326.45961
112,1,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,25,3,85,12,1,6,734587,1541102.38,1495064.75,1511068.07,1649604.63,1518616.62742
113,1,70.43,3.891,10121.97,0.0,77.98,3750.59,4510.72,221.4356112,7.143,1,4,92,13,2,6,734594,1495064.75,1614259.35,1649604.63,1899676.88,1899685.52779
114,1,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,8,4,99,14,2,6,734601,1614259.35,1559889.0,1899676.88,1621031.7,1638035.9885
115,1,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,15,4,106,15,2,6,734608,1559889.0,1564819.81,1621031.7,1521577.87,1521586.58887
116,1,67.23,3.814,3221.25,0.0,35.49,577.14,6222.25,221.6179368,7.143,22,4,113,16,2,6,734615,1564819.81,1455090.69,1521577.87,1468928.37,1473018.17449
117,1,75.55,3.749,21290.13,0.0,69.89,4977.35,3261.04,221.6718,7.143,29,4,120,17,2,6,734622,1455090.69,1629391.28,1468928.37,1684519.99,1684504.14367
118,1,73.77,3.688,8351.4,0.0,10.52,2443.14,3127.88,221.7256632,7.143,6,5,127,18,2,6,734629,1629391.28,1604775.58,1684519.99,1611096.05,1638184.44434
119,1,70.33,3.63,6154.14,0.0,45.11,1675.49,5508.18,221.742674,7.143,13,5,134,19,2,6,734636,1604775.58,1428218.27,1611096.05,1595901.87,1595869.65827
120,1,77.22,3.561,4039.39,0.0,745.19,1429.96,3631.13,221.744944,7.143,20,5,141,20,2,6,734643,1428218.27,1466046.67,1595901.87,1555444.55,1476771.29037
121,1,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,27,5,148,21,2,6,734650,1466046.67,1635078.41,1555444.55,1624477.58,1624482.03588
122,1,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,3,6,155,22,2,6,734657,1635078.41,1588948.32,1624477.58,1697230.96,1615797.03167
123,1,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,10,6,162,23,2,6,734664,1588948.32,1532114.86,1697230.96,1630607.0,1625847.16373
124,1,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,17,6,169,24,2,6,734671,1532114.86,1438830.15,1630607.0,1527845.81,1527867.37798
125,1,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,221.8434,7.143,24,6,176,25,2,6,734678,1438830.15,1488538.09,1527845.81,1540421.49,1540415.35462
126,1,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,1,7,183,26,3,6,734685,1488538.09,1534849.64,1540421.49,1769854.16,1737583.73064
127,1,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,8,7,190,27,3,6,734692,1534849.64,1455119.97,1769854.16,1527014.04,1527024.58632
128,1,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908,15,7,197,28,3,6,734699,1455119.97,1396926.82,1527014.04,1497954.76,1497948.60729
129,1,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,22,7,204,29,3,6,734706,1396926.82,1352219.79,1497954.76,1439123.71,1452149.16839
130,1,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,29,7,211,30,3,6,734713,1352219.79,1624383.75,1439123.71,1631135.79,1631139.26739
131,1,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908,5,8,218,31,3,6,734720,1624383.75,1525147.09,1631135.79,1592409.97,1609853.37591
132,1,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,12,8,225,32,3,6,734727,1525147.09,1530761.43,1592409.97,1597868.05,1597853.4531
133,1,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,19,8,232,33,3,6,734734,1530761.43,1464693.46,1597868.05,1494122.38,1541361.1745
134,1,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,26,8,239,34,3,6,734741,1464693.46,1550229.22,1494122.38,1582083.4,1582091.24857
135,1,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,2,9,246,35,3,6,734748,1550229.22,1540471.24,1582083.4,1661767.33,1661756.02229
136,1,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908,9,9,253,36,3,6,734755,1540471.24,1514259.78,1661767.33,1517428.87,1517433.77105
137,1,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,16,9,260,37,3,6,734762,1514259.78,1380020.27,1517428.87,1506126.06,1506125.17498
138,1,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,23,9,267,38,3,6,734769,1380020.27,1394561.83,1506126.06,1437059.26,1437050.14922
139,1,68.55,3.617,8077.89,0.0,18.22,3617.43,3626.14,223.1814772,6.573,30,9,274,39,3,6,734776,1394561.83,1630989.95,1437059.26,1670785.97,1642516.73459
140,1,62.99,3.601,2086.18,0.0,8.11,602.36,5926.45,223.3812965,6.573,7,10,281,40,4,6,734783,1630989.95,1493525.93,1670785.97,1573072.81,1553283.45184
141,1,67.97,3.594,950.33,0.0,4.93,80.25,2312.85,223.4257233,6.573,14,10,288,41,4,6,734790,1493525.93,1502562.78,1573072.81,1508068.77,1530708.62235
142,1,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573,21,10,295,42,4,6,734797,1502562.78,1445249.09,1508068.77,1493659.74,1493661.4721
196,2,33.19,3.022,0.0,0.0,0.0,0.0,0.0,212.5928624,8.028,6,2,37,5,1,6,734174,2136989.46,2124451.54,1929346.23,2168041.61,2168037.28665
197,2,57.83,3.045,0.0,0.0,0.0,0.0,0.0,212.9033115,8.028,13,2,44,6,1,6,734181,2137809.5,1865097.27,2168041.61,2080884.82,2028497.9722
198,2,60.8,3.065,0.0,0.0,0.0,0.0,0.0,213.190421,8.028,20,2,51,7,1,6,734188,2124451.54,1991013.13,2080884.82,1833511.08,1833505.52819
199,2,57.77,3.288,0.0,0.0,0.0,0.0,0.0,213.4775305,8.028,27,2,58,8,1,6,734195,1865097.27,1990483.78,1833511.08,1981607.78,1865471.8873
200,2,52.7,3.459,0.0,0.0,0.0,0.0,0.0,213.7646401,8.028,6,3,65,9,1,6,734202,1991013.13,1946070.88,1981607.78,1879107.31,1879116.87955
201,2,62.32,3.488,0.0,0.0,0.0,0.0,0.0,214.0156238,8.028,13,3,72,10,1,6,734209,1990483.78,1750197.81,1879107.31,1902557.66,1902541.11653
202,2,69.42,3.473,0.0,0.0,0.0,0.0,0.0,214.2521573,8.028,20,3,79,11,1,6,734216,1946070.88,2066187.72,1902557.66,1766162.05,1859636.95178
203,2,55.43,3.524,0.0,0.0,0.0,0.0,0.0,214.4886908,7.931,27,3,86,12,1,6,734223,1750197.81,1954689.21,1766162.05,1800171.36,1800175.10107
204,2,67.0,3.622,0.0,0.0,0.0,0.0,0.0,214.7252242,7.931,3,4,93,13,2,6,734230,2066187.72,1874957.94,1800171.36,1847552.61,1847561.11646
205,2,69.48,3.743,0.0,0.0,0.0,0.0,0.0,214.9420631,7.931,10,4,100,14,2,6,734237,1954689.21,1821990.93,1847552.61,1856467.84,1843471.76729
206,2,69.39,3.807,0.0,0.0,0.0,0.0,0.0,215.1096657,7.931,17,4,107,15,2,6,734244,1874957.94,1802450.29,1856467.84,1886339.6,1842100.76172
207,2,69.21,3.81,0.0,0.0,0.0,0.0,0.0,215.2772683,7.931,24,4,114,16,2,6,734251,1821990.93,2042581.71,1886339.6,1745545.28,1745549.12377
208,2,61.48,3.906,0.0,0.0,0.0,0.0,0.0,215.4448709,7.931,1,5,121,17,2,6,734258,1802450.29,1880752.36,1745545.28,1837743.6,2017556.88131
209,2,74.61,3.899,0.0,0.0,0.0,0.0,0.0,215.6124735,7.931,8,5,128,18,2,6,734265,2042581.71,1896937.1,1837743.6,1838513.07,1838517.00177
210,2,67.14,3.907,0.0,0.0,0.0,0.0,0.0,215.3834778,7.931,15,5,135,19,2,6,734272,1880752.36,1957113.89,1838513.07,1688281.86,1810506.33676
211,2,76.42,3.786,0.0,0.0,0.0,0.0,0.0,215.1544822,7.931,22,5,142,20,2,6,734279,1896937.1,2102539.93,1688281.86,1797732.56,1797725.67868
212,2,83.07,3.699,0.0,0.0,0.0,0.0,0.0,214.9254865,7.931,29,5,149,21,2,6,734286,1957113.89,2025538.76,1797732.56,1933756.21,1933765.0037
213,2,83.4,3.648,0.0,0.0,0.0,0.0,0.0,214.6964908,7.931,5,6,156,22,2,6,734293,2102539.93,2001636.96,1933756.21,1929153.16,1929146.27942
214,2,86.53,3.637,0.0,0.0,0.0,0.0,0.0,214.6513538,7.931,12,6,163,23,2,6,734300,2025538.76,1939927.09,1929153.16,1953771.99,1886791.56804
215,2,85.17,3.594,0.0,0.0,0.0,0.0,0.0,214.7441108,7.931,19,6,170,24,2,6,734307,2001636.96,2003940.64,1953771.99,1790925.8,1914947.96922
216,2,85.69,3.524,0.0,0.0,0.0,0.0,0.0,214.8368678,7.852,26,6,177,25,2,6,734314,1939927.09,1880902.62,1790925.8,1866243.0,1866238.95657
217,2,87.7,3.48,0.0,0.0,0.0,0.0,0.0,214.9296249,7.852,3,7,184,26,3,6,734321,2003940.64,1845879.79,1866243.0,1853161.99,1878916.36274
218,2,89.83,3.575,0.0,0.0,0.0,0.0,0.0,215.0134426,7.852,10,7,191,27,3,6,734328,1880902.62,1781717.71,1853161.99,1785187.29,1785183.26316
219,2,89.34,3.651,0.0,0.0,0.0,0.0,0.0,215.0749122,7.852,17,7,198,28,3,6,734335,1845879.79,1804246.16,1785187.29,1743816.41,1743838.95934
220,2,90.07,3.682,0.0,0.0,0.0,0.0,0.0,215.1363819,7.852,24,7,205,29,3,6,734342,1781717.71,1991909.98,1743816.41,1680693.06,1680687.27984
221,2,93.34,3.684,0.0,0.0,0.0,0.0,0.0,215.1978515,7.852,31,7,212,30,3,6,734349,1804246.16,1895601.05,1680693.06,1876704.26,1876705.09504
222,2,91.58,3.638,0.0,0.0,0.0,0.0,0.0,215.2593211,7.852,7,8,219,31,3,6,734356,1991909.98,1964335.23,1876704.26,1812768.26,1812777.37191
223,2,89.86,3.554,0.0,0.0,0.0,0.0,0.0,215.3229307,7.852,14,8,226,32,3,6,734363,1895601.05,1863840.49,1812768.26,1844094.59,1844074.05525
224,2,90.45,3.523,0.0,0.0,0.0,0.0,0.0,215.386897,7.852,21,8,233,33,3,6,734370,1964335.23,1904608.09,1844094.59,1821139.91,1821147.41061
225,2,89.64,3.533,0.0,0.0,0.0,0.0,0.0,215.4508632,7.852,28,8,240,34,3,6,734377,1863840.49,1839128.83,1821139.91,1809119.7,1809116.13651
226,2,77.97,3.546,0.0,0.0,0.0,0.0,0.0,215.5148295,7.852,4,9,247,35,3,6,734384,1904608.09,1793903.6,1809119.7,1748000.65,1769428.53481
227,2,78.85,3.526,0.0,0.0,0.0,0.0,0.0,215.6944378,7.852,11,9,254,36,3,6,734391,1839128.83,1724557.22,1748000.65,1691439.52,1802639.38755
228,2,75.58,3.467,0.0,0.0,0.0,0.0,0.0,216.0282356,7.852,18,9,261,37,3,6,734398,1793903.6,1827440.43,1691439.52,1669299.78,1669314.30557
229,2,78.14,3.355,0.0,0.0,0.0,0.0,0.0,216.3620333,7.852,25,9,268,38,3,6,734405,1724557.22,1849921.44,1669299.78,1650394.44,1698183.57362
230,2,69.92,3.285,0.0,0.0,0.0,0.0,0.0,216.6958311,7.441,2,10,275,39,4,6,734412,1827440.43,1794355.49,1650394.44,1837553.43,1763059.02308
231,2,71.67,3.274,0.0,0.0,0.0,0.0,0.0,217.0048261,7.441,9,10,282,40,4,6,734419,1849921.44,1737947.64,1837553.43,1743882.19,1743884.67776
232,2,64.53,3.353,0.0,0.0,0.0,0.0,0.0,217.1650042,7.441,16,10,289,41,4,6,734426,1794355.49,1802755.11,1743882.19,1834680.25,1834660.95328
233,2,65.87,3.372,0.0,0.0,0.0,0.0,0.0,217.3251824,7.441,23,10,296,42,4,6,734433,1737947.64,1939061.41,1834680.25,1769296.25,1769316.47717
234,2,55.53,3.332,0.0,0.0,0.0,0.0,0.0,217.4853605,7.441,30,10,303,43,4,6,734440,1802755.11,1916812.74,1769296.25,1959707.9,1959690.32398
235,2,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,6,11,310,44,4,6,734447,1939061.41,1956739.17,1959707.9,1920725.15,1920731.83507
236,2,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,13,11,317,45,4,6,734454,1916812.74,2658725.29,1920725.15,1902762.5,1902767.2635
237,2,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,20,11,324,46,4,6,734461,1956739.17,2015781.27,1902762.5,2614202.3,2614201.84208
238,2,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,27,11,331,47,4,6,734468,2658725.29,2378726.55,2614202.3,1954952.0,1954958.466
239,2,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,4,12,338,48,4,6,734475,2015781.27,2609166.75,1954952.0,2290549.32,2290544.88103
240,2,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,11,12,345,49,4,6,734482,2378726.55,3436007.68,2290549.32,2432736.52,2507500.20905
241,2,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,18,12,352,50,4,6,734489,2609166.75,1750434.55,2432736.52,3224369.8,1966665.05471
242,2,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,25,12,359,51,4,6,734496,3436007.68,1758050.79,3224369.8,1874226.52,1874222.10525
243,2,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,1,1,1,52,1,6,734503,1750434.55,1744193.58,1874226.52,1799520.14,1799531.87778
244,2,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,8,1,8,1,1,6,734510,1758050.79,1751384.9,1799520.14,1744725.48,1744725.37733
245,2,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,15,1,15,2,1,6,734517,1744193.58,1695371.68,1744725.48,1711769.11,1785989.2142
246,2,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,22,1,22,3,1,6,734524,1751384.9,1929346.23,1711769.11,1660906.14,1660909.1345
247,2,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,29,1,29,4,1,6,734531,1695371.68,2168041.61,1660906.14,1935299.94,1842911.57144
248,2,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,5,2,36,5,1,6,734538,1929346.23,2080884.82,1935299.94,2103322.68,2103325.11728
249,2,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,12,2,43,6,1,6,734545,2168041.61,1833511.08,2103322.68,2196688.46,2196684.0644
250,2,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,19,2,50,7,1,6,734552,2080884.82,1981607.78,2196688.46,1861802.7,2031182.67566
251,2,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,26,2,57,8,1,6,734559,1833511.08,1879107.31,1861802.7,1952555.66,1952547.64145
252,2,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,4,3,64,9,1,6,734566,1981607.78,1902557.66,1952555.66,1937628.26,1937626.95712
253,2,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.8498468,7.057,11,3,71,10,1,6,734573,1879107.31,1766162.05,1937628.26,1976082.13,1976070.91649
254,2,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,18,3,78,11,1,6,734580,1902557.66,1800171.36,1976082.13,1790439.16,1790448.15503
255,2,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,25,3,85,12,1,6,734587,1766162.05,1847552.61,1790439.16,1857480.84,1760377.70567
256,2,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,1,4,92,13,2,6,734594,1800171.36,1856467.84,1857480.84,2129035.91,2129035.44177
257,2,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,8,4,99,14,2,6,734601,1847552.61,1886339.6,2129035.91,1935869.1,1935869.24824
